discente,ano,turma,lacuna_1,classificacao_1,correcao_1,lacuna_2,classificacao_2,correcao_2,lacuna_3,classificacao_3,correcao_3,lacuna_4,classificacao_4,correcao_4,lacuna_5,classificacao_5,correcao_5,lacuna_6,classificacao_6,correcao_6,lacuna_7,classificacao_7,correcao_7,lacuna_8,classificacao_8,correcao_8,lacuna_9,classificacao_9,correcao_9,lacuna_10,classificacao_10,correcao_10,lacuna_11,classificacao_11,correcao_11,lacuna_12,classificacao_12,correcao_12,lacuna_13,classificacao_13,correcao_13,lacuna_14,classificacao_14,correcao_14,lacuna_15,classificacao_15,correcao_15,lacuna_16,classificacao_16,correcao_16,lacuna_17,classificacao_17,correcao_17,lacuna_18,classificacao_18,correcao_18,lacuna_19,classificacao_19,correcao_19,lacuna_20,classificacao_20,correcao_20,lacuna_21,classificacao_21,correcao_21,lacuna_22,classificacao_22,correcao_22,lacuna_23,classificacao_23,correcao_23,lacuna_24,classificacao_24,correcao_24,lacuna_25,classificacao_25,correcao_25,lacuna_26,classificacao_26,correcao_26,lacuna_27,classificacao_27,correcao_27,lacuna_28,classificacao_28,correcao_28,lacuna_29,classificacao_29,correcao_29,lacuna_30,classificacao_30,correcao_30,lacuna_31,classificacao_31,correcao_31,lacuna_32,classificacao_32,correcao_32,lacuna_33,classificacao_33,correcao_33,lacuna_34,classificacao_34,correcao_34,lacuna_35,classificacao_35,correcao_35,texto,tempo_inicial,tempo_final
EST_48,6,A,da,verbo,mesma classe e campo semântico diferente,ganhava,verbo,mesma classe e mesmo campo semântico,o,artigo,-,importante,adjetivo,-,eu,pronome pessoal,-,solta,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,ficavamos,verbo,mesma classe e campo semântico diferente,acende,verbo,mesma classe e campo semântico diferente,anoitece,verbo,mesma classe e mesmo campo semântico,melhoro,verbo,mesma classe e campo semântico diferente,chego,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,-,-,-,é,verbo,mesma classe e mesmo campo semântico,gostou,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,-,-,-,-,-,-,que,pronome relativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,cresceu,verbo,mesma classe e campo semântico diferente,falavam,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:09,08:39
EST_49,6,A,bem,advérbio de intensidade,-,tinha,verbo,mesma classe e campo semântico diferente,muito,advérbio de intensidade,-,indo,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,saímos,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,acontece,verbo,mesma classe e mesmo campo semântico,desliga,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,líga,verbo,mesma classe e campo semântico diferente,escuta,verbo,mesma classe e mesmo campo semântico,eram,verbo,mesma classe e mesmo campo semântico,amava,verbo,mesma classe e campo semântico diferente,tinham,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,que,pronome relativo,-,-,-,-,é,verbo,mesma classe e mesmo campo semântico,queria,verbo,-,acabaram,verbo,mesma classe e campo semântico diferente,vendia,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:09,08:32
EST_50,6,B,era,verbo,mesma classe e campo semântico diferente,ganhando,verbo,mesma classe e mesmo campo semântico,o,artigo,-,ir,verbo,mesma classe e campo semântico diferente,vivia,verbo,mesma classe e campo semântico diferente,soltava,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,andava,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,noite,nome substantivo,-,era,verbo,mesma classe e campo semântico diferente,faltava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,falava,verbo,mesma classe e campo semântico diferente,escutava,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,que,pronome relativo,-,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,pode,verbo,mesma classe e mesmo campo semântico,aconteceu,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,é,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:26
EST_51,6,B, -,-,-,recebia,verbo,mesma classe e mesmo campo semântico,o,artigo,-,suficiente,adjetivo,-,da,contração,-,e,conjunção aditiva,-,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,moramos,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,e,conjunção,-,e,conjunção aditiva,-,cai,verbo,mesma classe e campo semântico diferente,esplode,verbo,mesma classe e campo semântico diferente,tudo,pronome indefinido,-,len,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,gritava,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,e,conjunção,-,e,conjunção aditiva,-,tardezinha,nome substantivo,-,e,conjunção aditiva,-,e,verbo,mesma classe e mesmo campo semântico,que,conjunção subordinativa,-,oltros,pronome indefinido,-,enrica,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,são,verbo,mesma classe e campo semântico diferente,faz,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,sol,verbo,mesma classe e mesmo campo semântico,vem,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:22
EST_52,6,B,trabalha,verbo,mesma classe e mesmo campo semântico,trabalhou,verbo,mesma classe e campo semântico diferente,o,artigo,-,viagada,adjetivo,-,hoje,advérbio de tempo,-,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,ia,verbo,mesma classe e campo semântico diferente,acendia,verbo,mesma classe e campo semântico diferente,ruas,nome substantivo,-,mudou,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e mesmo campo semântico,mudaram,verbo,mesma classe e campo semântico diferente,mudou,verbo,mesma classe e campo semântico diferente,vio,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,soria,verbo,mesma classe e campo semântico diferente,fiserão,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e campo semântico diferente,andaram,verbo,mesma classe e campo semântico diferente,historiadora,adjetivo,-,foi,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,pode,verbo,mesma classe e mesmo campo semântico,trasem,verbo,mesma classe e campo semântico diferente,mala,nome substantivo,-,é,verbo,mesma classe e campo semântico diferente,ruins,adjetivo,-,é,verbo,mesma classe e mesmo campo semântico,para,preposição,-,que,pronome relativo,-,é,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,nas,contração,-,Lembranças do passado,08:00,08:23
EST_53,6,A,muito,advérbio de intensidade,-,trabalha,verbo,mesma classe e campo semântico diferente,o,artigo,-,essencial,adjetivo,-,andar,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,fica,verbo,mesma classe e campo semântico diferente,o,artigo,-,ilumina,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,acaba,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e campo semântico diferente,ligado,adjetivo,-,asistindo,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,depois,advérbio de tempo,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,trabalha,verbo,mesma classe e campo semântico diferente,panelas,nome substantivo,-,tem,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:09,08:26
EST_54,6,A,trabalhou,verbo,mesma classe e mesmo campo semântico,descansa,verbo,mesma classe e campo semântico diferente,o,artigo,-,esforço,nome substantivo,-,estar,verbo,mesma classe e mesmo campo semântico,solta,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,moramos,verbo,mesma classe e campo semântico diferente,iluminava,verbo,mesma classe e campo semântico diferente,noite,nome substantivo,-,mudou,verbo,mesma classe e mesmo campo semântico,chegou,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,tocava,verbo,mesma classe e campo semântico diferente,ver,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e mesmo campo semântico,amou,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,inovaram,verbo,mesma classe e campo semântico diferente,sumiram,verbo,mesma classe e mesmo campo semântico,mudar,verbo,mesma classe e mesmo campo semântico,chegaram,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,vinham,verbo,mesma classe e campo semântico diferente,feiras,nome substantivo,-,vivia,verbo,mesma classe e campo semântico diferente,viam,verbo,mesma classe e campo semântico diferente,hoje,advérbio de tempo,-,é,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,causou,verbo,mesma classe e mesmo campo semântico,gosto,verbo,mesma classe e mesmo campo semântico,vivir,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:09,08:30
EST_55,6,B,-,-,-,comia,verbo,mesma classe e campo semântico diferente,não,advérbio de negação,-,lá,advérbio de lugar,-,divertida,adjetivo,-,passava,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,-,-,-,gostavamos,verbo,mesma classe e campo semântico diferente,quente,adjetivo,-,tinha,verbo,mesma classe e campo semântico diferente,para,preposição,-,na,contração,-,erão,verbo,mesma classe e campo semântico diferente,que,pronome relativo,-,nas,contração,-,nas,contração,-,gosta,verbo,mesma classe e campo semântico diferente,de,preposição,-,era,verbo,mesma classe e campo semântico diferente,gostam,verbo,mesma classe e campo semântico diferente,tambem,advérbio de inclusão,-,dia,nome substantivo,-,que,pronome relativo,-,e,conjunção aditiva,-,nas,contração,-,ali,advérbio de lugar,-,sempre,advérbio de tempo,-,gostam,verbo,mesma classe e campo semântico diferente,lá,advérbio de lugar,-,va,verbo,mesma classe e campo semântico diferente,porque,conjunção explicativa,-,era,verbo,mesma classe e campo semântico diferente,gamava,verbo,mesma classe e mesmo campo semântico,que,conjunção integrante,-,Lembranças do passado,08:00,08:16
EST_56,6,B,trabalha,verbo,mesma classe e mesmo campo semântico,resebeu,verbo,mesma classe e mesmo campo semântico,o,artigo,-,ir,verbo,mesma classe e campo semântico diferente,entrei,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,bricava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,pasava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,acaba,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,a,artigo,-,vendo,verbo,mesma classe e campo semântico diferente,em,preposição,-,ançiosos,adjetivo,-,da,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,fica,verbo,mesma classe e campo semântico diferente,o,artigo,-,que,pronome relativo,-,é,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,na,contração,-,no,contração,-,é,verbo,mesma classe e campo semântico diferente,tem,verbo,mesma classe e campo semântico diferente,ficar,verbo,mesma classe e campo semântico diferente,aque,advérbio de lugar,-,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,tenho,verbo,mesma classe e campo semântico diferente,é,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:20
EST_57,6,B,feito,conjunção,-,tinha,verbo,mesma classe e campo semântico diferente,bastante,advérbio de intensidade,-,fomos,verbo,mesma classe e mesmo campo semântico,foi,verbo,mesma classe e campo semântico diferente,saia,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,brimcanos,verbo,mesma classe e mesmo campo semântico,acendia,verbo,mesma classe e campo semântico diferente,ligavamos,verbo,mesma classe e campo semântico diferente,boa,adjetivo,-,ligava,verbo,mesma classe e mesmo campo semântico,e,conjunção aditiva,-,novo,adjetivo,-,via,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e mesmo campo semântico,iria,verbo,mesma classe e campo semântico diferente,foram,verbo,mesma classe e mesmo campo semântico,foram,verbo,mesma classe e campo semântico diferente,foi,verbo,mesma classe e campo semântico diferente,nova,adjetivo,-,sempre,advérbio de tempo,-,for,verbo,mesma classe e mesmo campo semântico,teria,verbo,mesma classe e mesmo campo semântico,recebece,verbo,mesma classe e campo semântico diferente,moeda,nome substantivo,-,amei,verbo,mesma classe e campo semântico diferente,lá,advérbio de lugar,-,saiam,verbo,mesma classe e campo semântico diferente,lá,advérbio de lugar,-,foi,verbo,mesma classe e mesmo campo semântico,tinha,verbo,mesma classe e mesmo campo semântico,sai,verbo,mesma classe e campo semântico diferente,estão,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:21
EST_58,6,B,trabalha,verbo,mesma classe e mesmo campo semântico,recebe,verbo,mesma classe e mesmo campo semântico,ganha,verbo,mesma classe e campo semântico diferente,viaja,verbo,mesma classe e campo semântico diferente,chegando,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e mesmo campo semântico,vamos,verbo,mesma classe e campo semântico diferente,passara,verbo,mesma classe e mesmo campo semântico,acender,verbo,mesma classe e campo semântico diferente,acontece,verbo,mesma classe e mesmo campo semântico,cai,verbo,mesma classe e campo semântico diferente,acendem,verbo,mesma classe e campo semântico diferente,liga,verbo,mesma classe e campo semântico diferente,escuta,verbo,mesma classe e mesmo campo semântico,da,verbo,mesma classe e campo semântico diferente,feliz,adjetivo,-,da,verbo,mesma classe e campo semântico diferente,da,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lembranças do passado,08:00,08:37
EST_59,6,B,trabalhador,adjetivo,-,fazia,verbo,mesma classe e campo semântico diferente,o,artigo,-,-,-,-,quando,advérbio de tempo,-,a,artigo,-,era,verbo,mesma classe e mesmo campo semântico,era,verbo,mesma classe e mesmo campo semântico,iamos,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,também,advérbio de inclusão,-,acabava,verbo,mesma classe e campo semântico diferente,e,conjunção aditiva,-,eletrico,adjetivo,-,as,artigo,-,era,verbo,mesma classe e mesmo campo semântico,quando,advérbio de tempo,-,surgiram,verbo,mesma classe e campo semântico diferente,e,conjunção,-,foram,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,também,advérbio de inclusão,-,era,verbo,mesma classe e mesmo campo semântico,tem,verbo,mesma classe e mesmo campo semântico,evolução,nome substantivo,-,lançavam,verbo,mesma classe e campo semântico diferente,era,verbo,mesma classe e campo semântico diferente,-,-,-,-,-,-,aqui,advérbio de lugar,-,tem,verbo,mesma classe e campo semântico diferente,gerarão,verbo,mesma classe e mesmo campo semântico,amo,verbo,mesma classe e mesmo campo semântico,grado,verbo,mesma classe e mesmo campo semântico,Lembranças do passado,08:00,08:27
EST_60,6,B,eu,pronome pessoal,-,ficava,verbo,mesma classe e campo semântico diferente,tinha,verbo,mesma classe e campo semântico diferente,ia,verbo,mesma classe e campo semântico diferente,mas,conjunção adversativa,-,as,artigo,-,tão,advérbio de intensidade,-,era,verbo,mesma classe e mesmo campo semântico,la,advérbio de lugar,-,aí,advérbio de lugar,-,anoitesia,verbo,mesma classe e mesmo campo semântico,acomtece,verbo,mesma classe e mesmo campo semântico,acaba,verbo,mesma classe e campo semântico diferente,asemdia,verbo,mesma classe e campo semântico diferente,eletrico,adjetivo,-,seu,pronome possessivo,-,foi,verbo,mesma classe e mesmo campo semântico,mesmo,adjetivo,-,forão,verbo,mesma classe e mesmo campo semântico,aí,advérbio de lugar,-,sairão,verbo,mesma classe e mesmo campo semântico,comcorda,verbo,mesma classe e campo semântico diferente,tamtas,nome substantivo,-,é,verbo,mesma classe e mesmo campo semântico,pode,verbo,mesma classe e mesmo campo semântico,quebrão,verbo,mesma classe e campo semântico diferente,como,preposição,-,é,verbo,mesma classe e campo semântico diferente,pobres,adjetivo,-,não,advérbio de negação,-,mais,advérbio de intensidade,-,é,verbo,mesma classe e mesmo campo semântico,é,verbo,mesma classe e campo semântico diferente,mais,advérbio de intensidade,-,ruim,adjetivo,-,Lembranças do passado,08:00,08:17
